,study_ID,site_ID,state,rye_planting_date,rye_sampling_date,growing_days,N_rate_fall.kg_ha,N_rate_spring.kg_ha,zone,GS0_20avgTmin,GS0_20avgTmax,GS0_20avgTavg,GS0_20avgSrad,GS0_20cRain,GS0_20cGDD,GS20_30avgTmin,GS20_30avgTmax,GS20_30avgTavg,GS20_30avgSrad,GS20_30cRain,GS20_30cGDD,GS30_40avgTmin,GS30_40avgTmax,GS30_40avgTavg,GS30_40avgSrad,GS30_40cRain,GS30_40cGDD,GS40_50avgTmin,GS40_50avgTmax,GS40_50avgTavg,GS40_50avgSrad,GS40_50cRain,GS40_50cGDD,GS50avgTmin,GS50avgTmax,GS50avgTavg,GS50avgSrad,GS50cRain,GS50cGDD,FallcumGDD,SpringcumGDD,TotalcumGDD,OM (%/100),Sand,Silt,Clay,awc,legume_preceding,planting_method,cn_ratio_mean,cn_ratio_std,cn_ratio_count,biomass_mean,biomass_mean_std,biomass_count
144,8,5,PA,9/19/11,4/3/12,197,67.26,0,6b,5.24,15.75,10.5,9.11,249.56,377.69,-2.96,6.85,1.95,7.77,314.97,139.755,2.7,15.54,9.12,13.95,33.2,68.845,,,,,,,,,,,,,412.88,154.185,586.28,0.0103,0.4028,0.3741,0.2232,0.1196,no,Drilled,24.507,,1,4985.59,,1
145,8,5,PA,9/19/11,5/10/12,234,67.26,0,6b,5.24,15.75,10.5,9.11,249.56,377.69,-2.96,6.85,1.95,7.77,314.97,139.755,1.45,15.47,8.46,16.3,37.06,108.315,3.01,16.6,9.8,18.26,39.22,90.445,11.84,21.77,16.81,15.54,48.54,111.65,412.88,395.76,827.855,0.0103,0.4028,0.3741,0.2232,0.1196,no,Drilled,62.8525,,1,9088.4975,,1
146,8,5,PA,9/19/11,3/12/12,175,67.26,33.63,6b,5.24,15.75,10.5,9.11,249.56,377.69,-3.55,5.81,1.13,7.19,314.35,63.835,,,,,,,,,,,,,,,,,,,412.88,9.42,441.515,0.0103,0.4028,0.3741,0.2232,0.1196,no,Drilled,21.665,,1,2962.92,,1
147,8,5,PA,9/19/11,4/3/12,197,67.26,33.63,6b,5.24,15.75,10.5,9.11,249.56,377.69,-2.96,6.85,1.95,7.77,314.97,139.755,2.7,15.54,9.12,13.95,33.2,68.845,,,,,,,,,,,,,412.88,154.185,586.28,0.0103,0.4028,0.3741,0.2232,0.1196,no,Drilled,17.35725,,1,4752.6975,,1
148,8,5,PA,9/19/11,5/10/12,234,67.26,33.63,6b,5.24,15.75,10.5,9.11,249.56,377.69,-2.96,6.85,1.95,7.77,314.97,139.755,1.45,15.47,8.46,16.3,37.06,108.315,3.01,16.6,9.8,18.26,39.22,90.445,11.84,21.77,16.81,15.54,48.54,111.65,412.88,395.76,827.855,0.0103,0.4028,0.3741,0.2232,0.1196,no,Drilled,46.73575,,1,7852.64,,1
149,8,5,PA,9/19/11,3/12/12,175,67.26,67.26,6b,5.24,15.75,10.5,9.11,249.56,377.69,-3.55,5.81,1.13,7.19,314.35,63.835,,,,,,,,,,,,,,,,,,,412.88,9.42,441.515,0.0103,0.4028,0.3741,0.2232,0.1196,no,Drilled,20.64825,,1,3265.905,,1
150,8,5,PA,9/19/11,4/3/12,197,67.26,67.26,6b,5.24,15.75,10.5,9.11,249.56,377.69,-2.96,6.85,1.95,7.77,314.97,139.755,2.7,15.54,9.12,13.95,33.2,68.845,,,,,,,,,,,,,412.88,154.185,586.28,0.0103,0.4028,0.3741,0.2232,0.1196,no,Drilled,13.39175,,1,6098.2925,,1
151,8,5,PA,9/19/11,5/10/12,234,67.26,67.26,6b,5.24,15.75,10.5,9.11,249.56,377.69,-2.96,6.85,1.95,7.77,314.97,139.755,1.45,15.47,8.46,16.3,37.06,108.315,3.01,16.6,9.8,18.26,39.22,90.445,11.84,21.77,16.81,15.54,48.54,111.65,412.88,395.76,827.855,0.0103,0.4028,0.3741,0.2232,0.1196,no,Drilled,34.58575,,1,8645.715,,1
152,8,5,PA,9/19/11,3/12/12,175,100.89,0,6b,5.24,15.75,10.5,9.11,249.56,377.69,-3.55,5.81,1.13,7.19,314.35,63.835,,,,,,,,,,,,,,,,,,,412.88,9.42,441.515,0.0103,0.4028,0.3741,0.2232,0.1196,no,Drilled,20.8665,,1,3215.8375,,1
153,8,5,PA,9/19/11,4/3/12,197,100.89,0,6b,5.24,15.75,10.5,9.11,249.56,377.69,-2.96,6.85,1.95,7.77,314.97,139.755,2.7,15.54,9.12,13.95,33.2,68.845,,,,,,,,,,,,,412.88,154.185,586.28,0.0103,0.4028,0.3741,0.2232,0.1196,no,Drilled,24.32425,,1,5638.2575,,1
154,8,5,PA,9/19/11,5/10/12,234,100.89,0,6b,5.24,15.75,10.5,9.11,249.56,377.69,-2.96,6.85,1.95,7.77,314.97,139.755,1.45,15.47,8.46,16.3,37.06,108.315,3.01,16.6,9.8,18.26,39.22,90.445,11.84,21.77,16.81,15.54,48.54,111.65,412.88,395.76,827.855,0.0103,0.4028,0.3741,0.2232,0.1196,no,Drilled,59.882,,1,8641.4,,1
155,8,5,PA,9/19/11,3/12/12,175,100.89,33.63,6b,5.24,15.75,10.5,9.11,249.56,377.69,-3.55,5.81,1.13,7.19,314.35,63.835,,,,,,,,,,,,,,,,,,,412.88,9.42,441.515,0.0103,0.4028,0.3741,0.2232,0.1196,no,Drilled,20.872,,1,3207.8425,,1
156,8,5,PA,9/19/11,4/3/12,197,100.89,33.63,6b,5.24,15.75,10.5,9.11,249.56,377.69,-2.96,6.85,1.95,7.77,314.97,139.755,2.7,15.54,9.12,13.95,33.2,68.845,,,,,,,,,,,,,412.88,154.185,586.28,0.0103,0.4028,0.3741,0.2232,0.1196,no,Drilled,16.6585,,1,4200.66,,1
157,8,5,PA,9/19/11,5/10/12,234,100.89,33.63,6b,5.24,15.75,10.5,9.11,249.56,377.69,-2.96,6.85,1.95,7.77,314.97,139.755,1.45,15.47,8.46,16.3,37.06,108.315,3.01,16.6,9.8,18.26,39.22,90.445,11.84,21.77,16.81,15.54,48.54,111.65,412.88,395.76,827.855,0.0103,0.4028,0.3741,0.2232,0.1196,no,Drilled,39.11175,,1,6741.375,,1
158,8,5,PA,9/19/11,3/12/12,175,100.89,67.26,6b,5.24,15.75,10.5,9.11,249.56,377.69,-3.55,5.81,1.13,7.19,314.35,63.835,,,,,,,,,,,,,,,,,,,412.88,9.42,441.515,0.0103,0.4028,0.3741,0.2232,0.1196,no,Drilled,20.95825,,1,3714.3225,,1
159,8,5,PA,9/19/11,4/3/12,197,100.89,67.26,6b,5.24,15.75,10.5,9.11,249.56,377.69,-2.96,6.85,1.95,7.77,314.97,139.755,2.7,15.54,9.12,13.95,33.2,68.845,,,,,,,,,,,,,412.88,154.185,586.28,0.0103,0.4028,0.3741,0.2232,0.1196,no,Drilled,14.00575,,1,6851.5925,,1
160,8,5,PA,9/19/11,5/10/12,234,100.89,67.26,6b,5.24,15.75,10.5,9.11,249.56,377.69,-2.96,6.85,1.95,7.77,314.97,139.755,1.45,15.47,8.46,16.3,37.06,108.315,3.01,16.6,9.8,18.26,39.22,90.445,11.84,21.77,16.81,15.54,48.54,111.65,412.88,395.76,827.855,0.0103,0.4028,0.3741,0.2232,0.1196,no,Drilled,28.93575,,1,9247.11,,1
161,8,5,PA,9/19/11,3/12/12,175,0,0,6b,5.24,15.75,10.5,9.11,249.56,377.69,-3.55,5.81,1.13,7.19,314.35,63.835,,,,,,,,,,,,,,,,,,,412.88,9.42,441.515,0.0103,0.4028,0.3741,0.2232,0.1196,no,Drilled,20.956,,1,1653.985,,1
162,8,5,PA,9/19/11,4/3/12,197,0,0,6b,5.24,15.75,10.5,9.11,249.56,377.69,-2.96,6.85,1.95,7.77,314.97,139.755,2.7,15.54,9.12,13.95,33.2,68.845,,,,,,,,,,,,,412.88,154.185,586.28,0.0103,0.4028,0.3741,0.2232,0.1196,no,Drilled,25.72925,,1,2951.39,,1
163,8,5,PA,9/19/11,5/10/12,234,0,0,6b,5.24,15.75,10.5,9.11,249.56,377.69,-2.96,6.85,1.95,7.77,314.97,139.755,1.45,15.47,8.46,16.3,37.06,108.315,3.01,16.6,9.8,18.26,39.22,90.445,11.84,21.77,16.81,15.54,48.54,111.65,412.88,395.76,827.855,0.0103,0.4028,0.3741,0.2232,0.1196,no,Drilled,62.89975,,1,5563.98,,1
164,8,6,NC,10/26/11,3/7/12,133,0,33.63,8b,5.37,18.49,11.93,9.05,91.24,376.65,2.3,15.34,8.82,9.42,170.51,360.665,5.26,17.87,11.57,13.14,64.09,50.165,,,,,,,,,,,,,474.54,182.345,787.48,0.0675,0.563,0.3245,0.1125,0.175,no,Drilled,16.84575,,1,1825.05,,1
165,8,6,NC,10/26/11,5/10/12,197,0,33.63,8b,5.37,18.49,11.93,9.05,91.24,376.65,2.3,15.34,8.82,9.42,170.51,360.665,7.42,21.34,14.38,14.76,76.91,199.595,10.83,24.39,17.61,15.78,86.19,198.14,11.32,24.13,17.73,18.81,116.48,475.455,474.54,1005.365,1610.5,0.0675,0.563,0.3245,0.1125,0.175,no,Drilled,78.12125,,1,8972.05,,1
166,8,6,NC,10/26/11,3/7/12,133,0,67.26,8b,5.37,18.49,11.93,9.05,91.24,376.65,2.3,15.34,8.82,9.42,170.51,360.665,5.26,17.87,11.57,13.14,64.09,50.165,,,,,,,,,,,,,474.54,182.345,787.48,0.0675,0.563,0.3245,0.1125,0.175,no,Drilled,15.05125,,1,1990.175,,1
167,8,6,NC,10/26/11,5/10/12,197,0,67.26,8b,5.37,18.49,11.93,9.05,91.24,376.65,2.3,15.34,8.82,9.42,170.51,360.665,7.42,21.34,14.38,14.76,76.91,199.595,10.83,24.39,17.61,15.78,86.19,198.14,11.32,24.13,17.73,18.81,116.48,475.455,474.54,1005.365,1610.5,0.0675,0.563,0.3245,0.1125,0.175,no,Drilled,75.72,,1,10281.725,,1
168,8,6,NC,10/26/11,3/7/12,133,168.13,0,8b,5.37,18.49,11.93,9.05,91.24,376.65,2.3,15.34,8.82,9.42,170.51,360.665,5.26,17.87,11.57,13.14,64.09,50.165,,,,,,,,,,,,,474.54,182.345,787.48,0.0675,0.563,0.3245,0.1125,0.175,no,Drilled,17.78225,,1,4155.375,,1
169,8,6,NC,10/26/11,5/10/12,197,168.13,0,8b,5.37,18.49,11.93,9.05,91.24,376.65,2.3,15.34,8.82,9.42,170.51,360.665,7.42,21.34,14.38,14.76,76.91,199.595,10.83,24.39,17.61,15.78,86.19,198.14,11.32,24.13,17.73,18.81,116.48,475.455,474.54,1005.365,1610.5,0.0675,0.563,0.3245,0.1125,0.175,no,Drilled,54.2115,,1,10139,,1
170,8,6,NC,10/26/11,3/7/12,133,168.13,33.63,8b,5.37,18.49,11.93,9.05,91.24,376.65,2.3,15.34,8.82,9.42,170.51,360.665,5.26,17.87,11.57,13.14,64.09,50.165,,,,,,,,,,,,,474.54,182.345,787.48,0.0675,0.563,0.3245,0.1125,0.175,no,Drilled,15.94025,,1,4068.4,,1
171,8,6,NC,10/26/11,5/10/12,197,168.13,33.63,8b,5.37,18.49,11.93,9.05,91.24,376.65,2.3,15.34,8.82,9.42,170.51,360.665,7.42,21.34,14.38,14.76,76.91,199.595,10.83,24.39,17.61,15.78,86.19,198.14,11.32,24.13,17.73,18.81,116.48,475.455,474.54,1005.365,1610.5,0.0675,0.563,0.3245,0.1125,0.175,no,Drilled,36.30275,,1,9028.05,,1
172,8,6,NC,10/26/11,3/7/12,133,168.13,67.26,8b,5.37,18.49,11.93,9.05,91.24,376.65,2.3,15.34,8.82,9.42,170.51,360.665,5.26,17.87,11.57,13.14,64.09,50.165,,,,,,,,,,,,,474.54,182.345,787.48,0.0675,0.563,0.3245,0.1125,0.175,no,Drilled,14.42125,,1,4165.825,,1
173,8,6,NC,10/26/11,5/10/12,197,168.13,67.26,8b,5.37,18.49,11.93,9.05,91.24,376.65,2.3,15.34,8.82,9.42,170.51,360.665,7.42,21.34,14.38,14.76,76.91,199.595,10.83,24.39,17.61,15.78,86.19,198.14,11.32,24.13,17.73,18.81,116.48,475.455,474.54,1005.365,1610.5,0.0675,0.563,0.3245,0.1125,0.175,no,Drilled,30.3895,,1,9577.4,,1
174,8,6,NC,10/26/11,3/7/12,133,33.63,0,8b,5.37,18.49,11.93,9.05,91.24,376.65,2.3,15.34,8.82,9.42,170.51,360.665,5.26,17.87,11.57,13.14,64.09,50.165,,,,,,,,,,,,,474.54,182.345,787.48,0.0675,0.563,0.3245,0.1125,0.175,no,Drilled,22.21175,,1,2216.825,,1
175,8,6,NC,10/26/11,5/10/12,197,33.63,0,8b,5.37,18.49,11.93,9.05,91.24,376.65,2.3,15.34,8.82,9.42,170.51,360.665,7.42,21.34,14.38,14.76,76.91,199.595,10.83,24.39,17.61,15.78,86.19,198.14,11.32,24.13,17.73,18.81,116.48,475.455,474.54,1005.365,1610.5,0.0675,0.563,0.3245,0.1125,0.175,no,Drilled,75.255,,1,7809.45,,1
176,8,6,NC,10/26/11,3/7/12,133,33.63,33.63,8b,5.37,18.49,11.93,9.05,91.24,376.65,2.3,15.34,8.82,9.42,170.51,360.665,5.26,17.87,11.57,13.14,64.09,50.165,,,,,,,,,,,,,474.54,182.345,787.48,0.0675,0.563,0.3245,0.1125,0.175,no,Drilled,18.198,,1,2690.675,,1
177,8,6,NC,10/26/11,5/10/12,197,33.63,33.63,8b,5.37,18.49,11.93,9.05,91.24,376.65,2.3,15.34,8.82,9.42,170.51,360.665,7.42,21.34,14.38,14.76,76.91,199.595,10.83,24.39,17.61,15.78,86.19,198.14,11.32,24.13,17.73,18.81,116.48,475.455,474.54,1005.365,1610.5,0.0675,0.563,0.3245,0.1125,0.175,no,Drilled,82.998,,1,11142.375,,1
178,8,6,NC,10/26/11,3/7/12,133,33.63,67.26,8b,5.37,18.49,11.93,9.05,91.24,376.65,2.3,15.34,8.82,9.42,170.51,360.665,5.26,17.87,11.57,13.14,64.09,50.165,,,,,,,,,,,,,474.54,182.345,787.48,0.0675,0.563,0.3245,0.1125,0.175,no,Drilled,15.9915,,1,2789.675,,1
179,8,6,NC,10/26/11,5/10/12,197,33.63,67.26,8b,5.37,18.49,11.93,9.05,91.24,376.65,2.3,15.34,8.82,9.42,170.51,360.665,7.42,21.34,14.38,14.76,76.91,199.595,10.83,24.39,17.61,15.78,86.19,198.14,11.32,24.13,17.73,18.81,116.48,475.455,474.54,1005.365,1610.5,0.0675,0.563,0.3245,0.1125,0.175,no,Drilled,68.711,,1,10450.9,,1
180,8,6,NC,10/26/11,3/7/12,133,67.26,0,8b,5.37,18.49,11.93,9.05,91.24,376.65,2.3,15.34,8.82,9.42,170.51,360.665,5.26,17.87,11.57,13.14,64.09,50.165,,,,,,,,,,,,,474.54,182.345,787.48,0.0675,0.563,0.3245,0.1125,0.175,no,Drilled,23.40525,,1,2548.15,,1
181,8,6,NC,10/26/11,5/10/12,197,67.26,0,8b,5.37,18.49,11.93,9.05,91.24,376.65,2.3,15.34,8.82,9.42,170.51,360.665,7.42,21.34,14.38,14.76,76.91,199.595,10.83,24.39,17.61,15.78,86.19,198.14,11.32,24.13,17.73,18.81,116.48,475.455,474.54,1005.365,1610.5,0.0675,0.563,0.3245,0.1125,0.175,no,Drilled,75.9975,,1,10149.45,,1
182,8,6,NC,10/26/11,3/7/12,133,67.26,33.63,8b,5.37,18.49,11.93,9.05,91.24,376.65,2.3,15.34,8.82,9.42,170.51,360.665,5.26,17.87,11.57,13.14,64.09,50.165,,,,,,,,,,,,,474.54,182.345,787.48,0.0675,0.563,0.3245,0.1125,0.175,no,Drilled,19.1945,,1,2746.75,,1
183,8,6,NC,10/26/11,5/10/12,197,67.26,33.63,8b,5.37,18.49,11.93,9.05,91.24,376.65,2.3,15.34,8.82,9.42,170.51,360.665,7.42,21.34,14.38,14.76,76.91,199.595,10.83,24.39,17.61,15.78,86.19,198.14,11.32,24.13,17.73,18.81,116.48,475.455,474.54,1005.365,1610.5,0.0675,0.563,0.3245,0.1125,0.175,no,Drilled,70.46225,,1,10960.275,,1
184,8,6,NC,10/26/11,3/7/12,133,67.26,67.26,8b,5.37,18.49,11.93,9.05,91.24,376.65,2.3,15.34,8.82,9.42,170.51,360.665,5.26,17.87,11.57,13.14,64.09,50.165,,,,,,,,,,,,,474.54,182.345,787.48,0.0675,0.563,0.3245,0.1125,0.175,no,Drilled,16.4305,,1,2743.725,,1
185,8,6,NC,10/26/11,5/10/12,197,67.26,67.26,8b,5.37,18.49,11.93,9.05,91.24,376.65,2.3,15.34,8.82,9.42,170.51,360.665,7.42,21.34,14.38,14.76,76.91,199.595,10.83,24.39,17.61,15.78,86.19,198.14,11.32,24.13,17.73,18.81,116.48,475.455,474.54,1005.365,1610.5,0.0675,0.563,0.3245,0.1125,0.175,no,Drilled,61.72575,,1,11698.475,,1
186,8,6,NC,10/26/11,3/7/12,133,100.89,0,8b,5.37,18.49,11.93,9.05,91.24,376.65,2.3,15.34,8.82,9.42,170.51,360.665,5.26,17.87,11.57,13.14,64.09,50.165,,,,,,,,,,,,,474.54,182.345,787.48,0.0675,0.563,0.3245,0.1125,0.175,no,Drilled,19.4015,,1,3252.525,,1
187,8,6,NC,10/26/11,5/10/12,197,100.89,0,8b,5.37,18.49,11.93,9.05,91.24,376.65,2.3,15.34,8.82,9.42,170.51,360.665,7.42,21.34,14.38,14.76,76.91,199.595,10.83,24.39,17.61,15.78,86.19,198.14,11.32,24.13,17.73,18.81,116.48,475.455,474.54,1005.365,1610.5,0.0675,0.563,0.3245,0.1125,0.175,no,Drilled,78.2185,,1,9138.775,,1
188,8,6,NC,10/26/11,3/7/12,133,100.89,33.63,8b,5.37,18.49,11.93,9.05,91.24,376.65,2.3,15.34,8.82,9.42,170.51,360.665,5.26,17.87,11.57,13.14,64.09,50.165,,,,,,,,,,,,,474.54,182.345,787.48,0.0675,0.563,0.3245,0.1125,0.175,no,Drilled,19.5595,,1,3172.65,,1
189,8,6,NC,10/26/11,5/10/12,197,100.89,33.63,8b,5.37,18.49,11.93,9.05,91.24,376.65,2.3,15.34,8.82,9.42,170.51,360.665,7.42,21.34,14.38,14.76,76.91,199.595,10.83,24.39,17.61,15.78,86.19,198.14,11.32,24.13,17.73,18.81,116.48,475.455,474.54,1005.365,1610.5,0.0675,0.563,0.3245,0.1125,0.175,no,Drilled,60.37925,,1,10668.675,,1
190,8,6,NC,10/26/11,3/7/12,133,100.89,67.26,8b,5.37,18.49,11.93,9.05,91.24,376.65,2.3,15.34,8.82,9.42,170.51,360.665,5.26,17.87,11.57,13.14,64.09,50.165,,,,,,,,,,,,,474.54,182.345,787.48,0.0675,0.563,0.3245,0.1125,0.175,no,Drilled,16.38825,,1,3420.1,,1
191,8,6,NC,10/26/11,5/10/12,197,100.89,67.26,8b,5.37,18.49,11.93,9.05,91.24,376.65,2.3,15.34,8.82,9.42,170.51,360.665,7.42,21.34,14.38,14.76,76.91,199.595,10.83,24.39,17.61,15.78,86.19,198.14,11.32,24.13,17.73,18.81,116.48,475.455,474.54,1005.365,1610.5,0.0675,0.563,0.3245,0.1125,0.175,no,Drilled,45.05,,1,9427.3,,1
192,8,6,NC,10/26/11,3/7/12,133,0,0,8b,5.37,18.49,11.93,9.05,91.24,376.65,2.3,15.34,8.82,9.42,170.51,360.665,5.26,17.87,11.57,13.14,64.09,50.165,,,,,,,,,,,,,474.54,182.345,787.48,0.0675,0.563,0.3245,0.1125,0.175,no,Drilled,22.83925,,1,1787.875,,1
193,8,6,NC,10/26/11,5/10/12,197,0,0,8b,5.37,18.49,11.93,9.05,91.24,376.65,2.3,15.34,8.82,9.42,170.51,360.665,7.42,21.34,14.38,14.76,76.91,199.595,10.83,24.39,17.61,15.78,86.19,198.14,11.32,24.13,17.73,18.81,116.48,475.455,474.54,1005.365,1610.5,0.0675,0.563,0.3245,0.1125,0.175,no,Drilled,78.00875,,1,8989.925,,1
194,8,7,NC,10/24/11,2/28/12,127,0,33.63,7b,1.36,15.41,8.39,8.65,323.94,441.38,-0.94,13.43,6.24,12.14,41.76,61.885,,,,,,,,,,,,,,,,,,,353.37,76.61,503.26,0.0085,0.2694,0.3306,0.4,0.14,no,Drilled,,,0,1222.3,,1
195,8,7,NC,10/24/11,3/19/12,147,0,33.63,7b,1.36,15.41,8.39,8.65,323.94,441.38,1.16,16.11,8.64,13.49,62.64,200.315,11.25,25.79,18.52,16.01,0,28.245,,,,,,,,,,,,,353.37,243.285,669.935,0.0085,0.2694,0.3306,0.4,0.14,no,Drilled,17.74475,,1,2053.75,,1
196,8,7,NC,10/24/11,5/21/12,210,0,33.63,7b,1.36,15.41,8.39,8.65,323.94,441.38,1.16,16.11,8.64,13.49,62.64,200.315,10.57,24.91,17.74,15.4,64.14,200.125,7.29,22.91,15.1,18.24,41.92,192.625,11.99,24.89,18.44,19.22,141.92,448.575,353.37,1056.355,1483.005,0.0085,0.2694,0.3306,0.4,0.14,no,Drilled,69.695,,1,8299.2,,1
197,8,7,NC,10/24/11,2/28/12,127,0,67.26,7b,1.36,15.41,8.39,8.65,323.94,441.38,-0.94,13.43,6.24,12.14,41.76,61.885,,,,,,,,,,,,,,,,,,,353.37,76.61,503.26,0.0085,0.2694,0.3306,0.4,0.14,no,Drilled,,,0,1164.3,,1
198,8,7,NC,10/24/11,3/19/12,147,0,67.26,7b,1.36,15.41,8.39,8.65,323.94,441.38,1.16,16.11,8.64,13.49,62.64,200.315,11.25,25.79,18.52,16.01,0,28.245,,,,,,,,,,,,,353.37,243.285,669.935,0.0085,0.2694,0.3306,0.4,0.14,no,Drilled,15.18425,,1,2367.575,,1
199,8,7,NC,10/24/11,5/21/12,210,0,67.26,7b,1.36,15.41,8.39,8.65,323.94,441.38,1.16,16.11,8.64,13.49,62.64,200.315,10.57,24.91,17.74,15.4,64.14,200.125,7.29,22.91,15.1,18.24,41.92,192.625,11.99,24.89,18.44,19.22,141.92,448.575,353.37,1056.355,1483.005,0.0085,0.2694,0.3306,0.4,0.14,no,Drilled,83.4755,,1,10381.225,,1
200,8,7,NC,10/24/11,2/28/12,127,168.13,0,7b,1.36,15.41,8.39,8.65,323.94,441.38,-0.94,13.43,6.24,12.14,41.76,61.885,,,,,,,,,,,,,,,,,,,353.37,76.61,503.26,0.0085,0.2694,0.3306,0.4,0.14,no,Drilled,,,0,4303.475,,1
201,8,7,NC,10/24/11,3/19/12,147,168.13,0,7b,1.36,15.41,8.39,8.65,323.94,441.38,1.16,16.11,8.64,13.49,62.64,200.315,11.25,25.79,18.52,16.01,0,28.245,,,,,,,,,,,,,353.37,243.285,669.935,0.0085,0.2694,0.3306,0.4,0.14,no,Drilled,21.1695,,1,4641.8,,1
202,8,7,NC,10/24/11,5/21/12,210,168.13,0,7b,1.36,15.41,8.39,8.65,323.94,441.38,1.16,16.11,8.64,13.49,62.64,200.315,10.57,24.91,17.74,15.4,64.14,200.125,7.29,22.91,15.1,18.24,41.92,192.625,11.99,24.89,18.44,19.22,141.92,448.575,353.37,1056.355,1483.005,0.0085,0.2694,0.3306,0.4,0.14,no,Drilled,48.41675,,1,11267.05,,1
203,8,7,NC,10/24/11,2/28/12,127,168.13,33.63,7b,1.36,15.41,8.39,8.65,323.94,441.38,-0.94,13.43,6.24,12.14,41.76,61.885,,,,,,,,,,,,,,,,,,,353.37,76.61,503.26,0.0085,0.2694,0.3306,0.4,0.14,no,Drilled,,,0,3590.7,,1
204,8,7,NC,10/24/11,3/19/12,147,168.13,33.63,7b,1.36,15.41,8.39,8.65,323.94,441.38,1.16,16.11,8.64,13.49,62.64,200.315,11.25,25.79,18.52,16.01,0,28.245,,,,,,,,,,,,,353.37,243.285,669.935,0.0085,0.2694,0.3306,0.4,0.14,no,Drilled,17.473,,1,4610.35,,1
205,8,7,NC,10/24/11,5/21/12,210,168.13,33.63,7b,1.36,15.41,8.39,8.65,323.94,441.38,1.16,16.11,8.64,13.49,62.64,200.315,10.57,24.91,17.74,15.4,64.14,200.125,7.29,22.91,15.1,18.24,41.92,192.625,11.99,24.89,18.44,19.22,141.92,448.575,353.37,1056.355,1483.005,0.0085,0.2694,0.3306,0.4,0.14,no,Drilled,45.094,,1,7776.033333,,1
206,8,7,NC,10/24/11,2/28/12,127,168.13,67.26,7b,1.36,15.41,8.39,8.65,323.94,441.38,-0.94,13.43,6.24,12.14,41.76,61.885,,,,,,,,,,,,,,,,,,,353.37,76.61,503.26,0.0085,0.2694,0.3306,0.4,0.14,no,Drilled,,,0,3851.7,,1
207,8,7,NC,10/24/11,3/19/12,147,168.13,67.26,7b,1.36,15.41,8.39,8.65,323.94,441.38,1.16,16.11,8.64,13.49,62.64,200.315,11.25,25.79,18.52,16.01,0,28.245,,,,,,,,,,,,,353.37,243.285,669.935,0.0085,0.2694,0.3306,0.4,0.14,no,Drilled,15.273,,1,5446.325,,1
208,8,7,NC,10/24/11,5/21/12,210,168.13,67.26,7b,1.36,15.41,8.39,8.65,323.94,441.38,1.16,16.11,8.64,13.49,62.64,200.315,10.57,24.91,17.74,15.4,64.14,200.125,7.29,22.91,15.1,18.24,41.92,192.625,11.99,24.89,18.44,19.22,141.92,448.575,353.37,1056.355,1483.005,0.0085,0.2694,0.3306,0.4,0.14,no,Drilled,40.78375,,1,9558.4,,1
209,8,7,NC,10/24/11,2/28/12,127,33.63,0,7b,1.36,15.41,8.39,8.65,323.94,441.38,-0.94,13.43,6.24,12.14,41.76,61.885,,,,,,,,,,,,,,,,,,,353.37,76.61,503.26,0.0085,0.2694,0.3306,0.4,0.14,no,Drilled,,,0,2332.225,,1
210,8,7,NC,10/24/11,3/19/12,147,33.63,0,7b,1.36,15.41,8.39,8.65,323.94,441.38,1.16,16.11,8.64,13.49,62.64,200.315,11.25,25.79,18.52,16.01,0,28.245,,,,,,,,,,,,,353.37,243.285,669.935,0.0085,0.2694,0.3306,0.4,0.14,no,Drilled,26.015,,1,2949.95,,1
211,8,7,NC,10/24/11,5/21/12,210,33.63,0,7b,1.36,15.41,8.39,8.65,323.94,441.38,1.16,16.11,8.64,13.49,62.64,200.315,10.57,24.91,17.74,15.4,64.14,200.125,7.29,22.91,15.1,18.24,41.92,192.625,11.99,24.89,18.44,19.22,141.92,448.575,353.37,1056.355,1483.005,0.0085,0.2694,0.3306,0.4,0.14,no,Drilled,77.02725,,1,9493.425,,1
212,8,7,NC,10/24/11,2/28/12,127,33.63,33.63,7b,1.36,15.41,8.39,8.65,323.94,441.38,-0.94,13.43,6.24,12.14,41.76,61.885,,,,,,,,,,,,,,,,,,,353.37,76.61,503.26,0.0085,0.2694,0.3306,0.4,0.14,no,Drilled,,,0,2045.275,,1
213,8,7,NC,10/24/11,3/19/12,147,33.63,33.63,7b,1.36,15.41,8.39,8.65,323.94,441.38,1.16,16.11,8.64,13.49,62.64,200.315,11.25,25.79,18.52,16.01,0,28.245,,,,,,,,,,,,,353.37,243.285,669.935,0.0085,0.2694,0.3306,0.4,0.14,no,Drilled,19.6465,,1,3148.6,,1
214,8,7,NC,10/24/11,5/21/12,210,33.63,33.63,7b,1.36,15.41,8.39,8.65,323.94,441.38,1.16,16.11,8.64,13.49,62.64,200.315,10.57,24.91,17.74,15.4,64.14,200.125,7.29,22.91,15.1,18.24,41.92,192.625,11.99,24.89,18.44,19.22,141.92,448.575,353.37,1056.355,1483.005,0.0085,0.2694,0.3306,0.4,0.14,no,Drilled,84.293,,1,10617.45,,1
215,8,7,NC,10/24/11,2/28/12,127,33.63,67.26,7b,1.36,15.41,8.39,8.65,323.94,441.38,-0.94,13.43,6.24,12.14,41.76,61.885,,,,,,,,,,,,,,,,,,,353.37,76.61,503.26,0.0085,0.2694,0.3306,0.4,0.14,no,Drilled,,,0,1841.775,,1
